NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;MUT    ;SLP    ;DEM    ;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;103;722;337;11;145;27;21;122;7;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;104;466;267;9;107;39;18;86;4;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;105;601;344;6;149;14;11;158;2;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;106;559;319;5;141;22;12;133;4;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;107;706;368;6;156;37;16;138;10;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;108;525;284;15;129;12;16;107;1;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;109;759;434;9;196;54;27;142;0;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;110;450;226;9;87;15;6;102;6;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;111;840;568;15;243;16;23;267;2;0;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;112;738;333;2;161;9;11;140;4;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;113;513;284;10;150;21;7;88;4;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;114;406;230;5;100;12;7;97;5;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;115;533;318;16;152;17;21;109;1;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;116;418;250;3;95;35;15;94;4;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;117;512;276;10;144;34;12;67;6;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;118;481;278;11;118;18;11;116;4;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;119;782;414;14;190;32;13;153;2;4;6;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;120;583;345;6;197;19;19;95;7;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;121;551;257;4;111;28;33;75;3;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;122;719;429;14;214;25;17;150;3;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;123;618;325;7;174;17;20;98;5;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;124;464;242;10;92;21;19;88;6;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;125;608;364;9;162;15;16;149;3;6;4;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;126;667;289;15;156;15;7;92;2;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;127;465;230;6;127;17;13;60;1;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;128;603;341;9;139;37;21;123;6;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;129;531;331;9;115;43;26;130;5;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;130;551;304;16;154;15;7;109;2;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;131;625;345;3;195;11;7;119;4;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;132;392;199;5;98;10;6;79;0;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;133;585;348;15;192;24;7;101;3;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;134;395;208;14;104;15;13;56;5;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;135;589;310;10;204;8;9;76;2;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;136;980;533;6;233;62;71;146;4;4;7;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;137;631;321;5;151;41;29;81;5;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;91001;4;1;5;10;138;477;234;5;104;18;13;88;1;4;1;0;0;0;                                                                                                 
