NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;GRUE   ;BZOE   ;KPOE   ;SLP    ;MATIN  ;NFOE   ;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;54;769;464;8;74;195;72;86;5;10;3;11;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;55;503;307;2;53;143;47;38;7;4;1;11;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;56;746;504;11;87;207;49;123;8;7;2;8;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;57;770;476;4;73;213;70;95;6;4;1;8;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;58;805;511;6;90;229;80;66;14;3;1;18;4;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;59;693;459;4;83;190;91;68;6;9;1;7;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;60;661;447;2;53;250;54;55;14;7;2;7;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;61;748;448;4;61;222;90;52;11;2;1;3;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;62;678;485;5;95;207;62;81;13;5;2;13;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;63;722;426;6;71;180;78;66;5;6;2;10;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;64;749;564;7;113;299;64;53;8;1;7;11;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;65;798;609;5;136;289;73;81;7;6;3;8;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;66;471;333;3;58;145;44;73;5;3;0;2;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;67;703;467;6;83;178;53;122;6;6;0;13;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;68;734;444;9;32;251;89;33;8;3;1;14;4;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;69;856;555;8;53;298;107;63;10;5;0;11;0;                                                                                                         
